,codmunicipio,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNICIPIO,codptore,DPTO
926,73555,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,planadas,73,Tolima
927,73563,2,1,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,2,prado,73,Tolima
928,73585,2,2,4,1,1,3,2,0,1,3,2,0,1,1,2,5,0,0,5,2,3,purificacion,73,Tolima
929,73616,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,rioblanco,73,Tolima
930,73622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,roncesvalles,73,Tolima
931,73624,2,0,1,1,0,0,2,1,1,0,0,0,1,2,0,3,1,2,2,0,1,rovira,73,Tolima
932,73671,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,3,1,0,2,0,1,saldana,73,Tolima
933,73675,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,2,0,0,1,0,san antonio,73,Tolima
934,73678,0,1,1,1,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,san luis,73,Tolima
935,73686,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,santa isabel,73,Tolima
936,73770,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,suarez,73,Tolima
937,73854,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,valle de san juan,73,Tolima
938,73861,0,0,0,0,2,2,1,1,1,0,1,1,0,2,0,2,1,0,0,2,1,venadillo,73,Tolima
939,73870,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,villahermosa,73,Tolima
940,75840,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
941,75862,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0
942,75998,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
943,76001,123,137,146,145,154,151,159,141,164,191,162,166,209,185,194,211,246,231,252,257,294,cali,76,Valle del Cauca
944,76020,2,1,0,0,0,1,2,0,0,2,1,1,1,1,1,1,2,1,2,0,1,alcala,76,Valle del Cauca
945,76036,0,1,0,2,1,0,0,0,0,0,4,0,0,0,4,1,2,2,1,2,2,andalucia,76,Valle del Cauca
946,76041,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,2,1,1,1,0,0,ansermanuevo,76,Valle del Cauca
947,76054,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,argelia,76,Valle del Cauca
948,76100,0,1,0,0,2,0,1,1,1,0,2,0,1,0,0,0,0,2,1,0,3,bolivar,76,Valle del Cauca
949,76109,7,7,5,9,8,12,9,10,11,9,9,10,11,13,11,18,14,11,22,13,18,buenaventura,76,Valle del Cauca
950,76111,5,8,11,9,10,9,10,11,11,6,10,10,11,6,10,14,10,13,16,12,12,guadalajara de buga,76,Valle del Cauca
951,76113,1,2,2,0,3,1,1,2,2,2,1,0,2,1,2,1,0,1,2,3,5,bugalagrande,76,Valle del Cauca
952,76122,2,3,1,1,1,0,0,0,4,1,3,2,2,0,3,3,0,1,2,5,3,caicedonia,76,Valle del Cauca
953,76126,1,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,2,2,1,2,calima,76,Valle del Cauca
954,76130,0,3,2,2,7,4,3,4,3,4,4,1,3,3,5,5,8,3,6,2,10,candelaria,76,Valle del Cauca
955,76147,9,14,8,12,6,15,15,9,16,12,18,13,9,9,8,4,13,23,15,11,18,cartago,76,Valle del Cauca
956,76233,1,2,1,0,2,0,1,1,0,3,2,0,1,1,0,2,1,1,1,0,2,dagua,76,Valle del Cauca
957,76243,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,el aguila,76,Valle del Cauca
958,76246,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,el cairo,76,Valle del Cauca
959,76248,4,4,0,5,4,3,4,3,2,6,6,4,2,4,9,2,3,4,4,9,10,el cerrito,76,Valle del Cauca
960,76250,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,1,1,1,1,el dovio,76,Valle del Cauca
961,76275,3,1,1,6,2,0,2,6,4,5,4,6,5,2,0,2,2,6,3,2,7,florida,76,Valle del Cauca
962,76306,0,1,0,1,0,0,1,1,4,2,1,0,2,1,2,3,2,0,2,2,4,ginebra,76,Valle del Cauca
963,76318,2,1,0,2,4,2,0,2,1,2,3,2,2,0,2,3,0,3,6,4,0,guacari,76,Valle del Cauca
964,76364,4,0,3,5,8,8,5,5,6,6,1,2,5,12,4,6,6,9,9,17,11,jamundi,76,Valle del Cauca
965,76377,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,la cumbre,76,Valle del Cauca
966,76400,1,0,3,3,2,2,1,1,3,0,2,1,1,1,2,2,5,3,3,3,1,la union,76,Valle del Cauca
967,76403,0,1,1,1,1,0,2,2,1,0,0,0,0,0,0,0,5,0,1,2,1,la victoria,76,Valle del Cauca
968,76497,0,0,1,1,2,0,0,1,1,2,1,2,1,1,1,0,1,4,0,0,2,obando,76,Valle del Cauca
969,76520,20,19,24,18,18,22,30,21,21,17,15,24,20,28,17,26,36,25,36,38,44,palmira,76,Valle del Cauca
970,76563,0,4,3,3,1,1,2,2,4,1,2,4,3,4,0,4,2,1,1,2,4,pradera,76,Valle del Cauca
971,76606,0,1,2,1,1,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,restrepo,76,Valle del Cauca
972,76616,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,riofrio,76,Valle del Cauca
973,76622,1,0,3,1,2,1,2,2,1,1,1,6,4,6,2,3,1,4,1,1,2,roldanillo,76,Valle del Cauca
974,76670,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,san pedro,76,Valle del Cauca
975,76736,0,3,1,1,3,3,2,2,0,4,0,1,3,2,1,5,2,4,4,1,7,sevilla,76,Valle del Cauca
976,76823,0,1,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,2,0,toro,76,Valle del Cauca
977,76828,0,3,1,1,2,0,1,0,1,2,1,1,2,0,0,1,0,1,3,3,1,trujillo,76,Valle del Cauca
978,76834,6,7,8,17,7,16,13,11,17,17,18,17,16,15,15,16,19,27,17,23,24,tulua,76,Valle del Cauca
979,76845,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,ulloa,76,Valle del Cauca
980,76863,0,1,1,0,0,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,1,versalles,76,Valle del Cauca
981,76869,0,1,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,vijes,76,Valle del Cauca
982,76890,0,1,0,0,0,1,1,0,0,1,1,0,1,3,1,1,1,1,2,2,2,yotoco,76,Valle del Cauca
983,76892,0,2,5,2,4,2,6,4,7,2,10,9,3,4,9,0,5,9,10,6,9,yumbo,76,Valle del Cauca
984,76895,3,1,6,4,7,1,1,3,3,7,3,4,4,5,0,2,1,0,3,3,5,zarzal,76,Valle del Cauca
985,76999,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,76,Valle del Cauca
986,81001,0,3,3,2,0,3,6,3,1,6,2,6,2,5,3,5,7,5,6,2,6,arauca,81,Arauca
987,81065,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,1,2,0,4,0,arauquita,81,Arauca
988,81220,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,cravo norte,81,Arauca
989,81300,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,fortul,81,Arauca
990,81591,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,puerto rondon,81,Arauca
991,81736,1,0,2,0,2,1,0,2,1,3,1,2,2,3,3,3,0,3,0,0,3,saravena,81,Arauca
992,81794,0,0,0,1,1,1,1,3,0,0,2,0,2,3,1,1,3,2,3,3,2,tame,81,Arauca
993,85001,1,1,0,4,1,1,0,6,2,0,2,3,5,4,6,3,4,3,6,8,7,yopal,85,Casanare
994,85010,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,1,2,1,1,1,aguazul,85,Casanare
995,85015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,chameza,85,Casanare
996,85125,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,hato corozal,85,Casanare
997,85139,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,mani,85,Casanare
998,85162,0,0,0,0,1,0,0,1,1,2,0,0,1,0,4,0,0,0,0,2,0,monterrey,85,Casanare
999,85230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,orocue,85,Casanare
1000,85250,0,1,1,2,0,1,0,2,0,2,1,0,3,0,1,1,1,1,2,2,4,paz de ariporo,85,Casanare
1001,85263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,pore,85,Casanare
1002,85300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sabanalarga,85,Casanare
1003,85325,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,san luis de palenque,85,Casanare
1004,85410,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,tauramena,85,Casanare
1005,85430,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trinidad,85,Casanare
1006,85440,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,3,0,1,1,1,0,villanueva,85,Casanare
1007,86001,0,1,0,1,0,1,3,0,2,2,0,1,1,2,1,2,0,1,3,1,2,mocoa,86,Putumayo
1008,86219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,colon,86,Putumayo
1009,86320,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,1,3,orito,86,Putumayo
1010,86568,0,1,1,0,0,0,0,0,1,0,2,1,0,0,3,0,2,5,1,1,3,puerto asis,86,Putumayo
1011,86569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,puerto caicedo,86,Putumayo
1012,86571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,puerto guzman,86,Putumayo
1013,86573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,puerto leguizamo,86,Putumayo
1014,86749,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,sibundoy,86,Putumayo
1015,86755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,san francisco,86,Putumayo
1016,86757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,san miguel,86,Putumayo
1017,86760,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,santiago,86,Putumayo
1018,86865,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,0,valle del guamuez,86,Putumayo
1019,86885,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,2,1,0,villagarzon,86,Putumayo
1020,88001,2,2,2,4,3,5,1,6,5,7,2,1,4,5,2,4,2,2,6,4,3,san andres,88,"Archipiélago S.A, P. y Sta. C."
1021,88564,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,providencia,88,"Archipiélago S.A, P. y Sta. C."
1022,91001,0,1,0,1,3,1,1,0,0,1,0,1,0,1,0,1,0,3,0,1,1,leticia,91,Amazonas
1023,91407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,la pedrera,91,Amazonas
1024,94001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,inirida,94,Guainía
1025,94883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,san felipe,94,Guainía
1026,95001,0,0,0,0,1,1,2,0,0,1,2,1,1,1,0,1,1,2,2,3,1,san jose del guaviare,95,Guaviare
1027,95015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,calamar,95,Guaviare
1028,95200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,miraflores,95,Guaviare
1029,95999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,Guaviare
1030,97001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,mitu,97,Vaupés
1031,97161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,caruru,97,Vaupés
1032,97511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pacoa,97,Vaupés
1033,99001,0,2,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,1,0,puerto carreno,99,Vichada
1034,99524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,la primavera,99,Vichada
1035,99624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,santa rosalia,99,Vichada
1036,99773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,cumaribo,99,Vichada
1037,99999,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,99,Vichada
1038,999188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,Vichada
1039,999528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,Vichada
1040,999530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,99,Vichada
1041,999533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,99,Vichada
1042,999604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,Vichada
1043,999724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,Vichada
1044,999840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,99,Vichada
1045,999862,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,1,5,0,99,Vichada
1046,999998,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,99,Vichada
